46119.5;46202.5;46235.5;46340.5;46366.5;46668.5;46856.5;46919.5;47211.5;47239.5;47449.5;47481.5;47489.5;47726.5;47729.5;47733.5;48199.5;48204.5;48230.5;48232.5;48296.5;48328.5;48375.5;48512.5;48566.5;48632.5;48674.5;48727.5;48897.5;48922.5;48997.5;49047.5;49104.5;49148.5;49218.5;49262.5;49282.5;49410.5;49453.5;49570.5;49575.5;49641.5;49644.5;49662.5;49747.5;49859.5;49948.5;49963.5;50001.5;50123.5;50195.5;50268.5;50282.5;50370.5;50377.5;50389.5;50527.5;50539.5;50639.5;50646.5;50732.5;50768.5;50814.5;50872.5;50955.5;51082.5;51177.5;51231.5;51326.5;51488.5;51577.5;51677.5;51722.5;51726.5;51801.5;51813.5;51934.5;51942.5;52033.5;52038.5;52217.5;52323.5;52578.5;52692.5;52726.5;52786.5;52857.5;52881.5;52943.5;53108.5;53124.5;53401.5;53772.5;53772.5;54570.5;54620.5;54723.5;55855.5;56137.5;56175.5;
44710.5;44757.5;44879.5;45015.5;45070.5;45098.5;45398.5;45446.5;45468.5;45542.5;45566.5;45628.5;45649.5;45734.5;45820.5;45834.5;45873.5;45876.5;45989.5;45993.5;46119.5;46161.5;46202.5;46235.5;46248.5;46335.5;46340.5;46360.5;46366.5;46478.5;46490.5;46668.5;46805.5;46815.5;46825.5;46853.5;46856.5;46907.5;46919.5;46922.5;46938.5;46939.5;47005.5;47026.5;47098.5;47151.5;47193.5;47211.5;47213.5;47227.5;47239.5;47255.5;47393.5;47441.5;47449.5;47455.5;47456.5;48071.5;48088.5;48171.5;48255.5;48335.5;48420.5;48631.5;48732.5;49038.5;49077.5;49087.5;49195.5;49336.5;49446.5;49551.5;49628.5;49654.5;49700.5;49756.5;49915.5;49996.5;50201.5;50463.5;50650.5;50667.5;50671.5;50677.5;50725.5;50731.5;50784.5;50836.5;51017.5;51097.5;51347.5;51431.5;51680.5;51878.5;52132.5;52270.5;52904.5;52990.5;53040.5;53270.5;
43661.5;44094.5;44356.5;44414.5;44507.5;44553.5;44616.5;44684.5;44710.5;44749.5;44757.5;44879.5;45015.5;45070.5;45098.5;45120.5;45160.5;45229.5;45332.5;45357.5;45398.5;45429.5;45446.5;45468.5;45505.5;45512.5;45535.5;45542.5;45566.5;45599.5;45623.5;45628.5;45644.5;45649.5;45719.5;45730.5;45734.5;45769.5;45770.5;45820.5;45834.5;45873.5;45876.5;45983.5;45989.5;45993.5;46000.5;46018.5;46119.5;46155.5;46161.5;46970.5;47015.5;47160.5;47887.5;48379.5;48457.5;48499.5;48536.5;48809.5;48969.5;49016.5;49243.5;49358.5;49362.5;49449.5;49461.5;49476.5;49581.5;49619.5;49699.5;49708.5;49913.5;49985.5;50038.5;50046.5;50202.5;50222.5;50263.5;50503.5;50556.5;50634.5;50651.5;50709.5;50724.5;50876.5;50984.5;51272.5;51307.5;51482.5;52106.5;52221.5;52565.5;52650.5;52870.5;52968.5;53917.5;54149.5;54786.5;55233.5;
42681.5;42991.5;43661.5;43663.5;43837.5;43885.5;43931.5;44094.5;44208.5;44249.5;44338.5;44355.5;44356.5;44358.5;44414.5;44440.5;44504.5;44507.5;44530.5;44540.5;44553.5;44584.5;44616.5;44678.5;44684.5;44710.5;44727.5;44739.5;44749.5;44757.5;44770.5;44781.5;44797.5;44837.5;44879.5;44926.5;44983.5;45015.5;45064.5;45070.5;45098.5;45120.5;45131.5;45160.5;45187.5;45188.5;45204.5;45229.5;45296.5;45332.5;45802.5;46003.5;46231.5;46316.5;46855.5;46860.5;47130.5;47401.5;47646.5;47649.5;48126.5;48215.5;48236.5;48261.5;48389.5;48413.5;48441.5;48600.5;48717.5;48726.5;48750.5;48827.5;48872.5;49110.5;49117.5;49412.5;49625.5;49650.5;49654.5;49691.5;49850.5;50407.5;50656.5;50755.5;50942.5;51011.5;51227.5;51251.5;51266.5;51360.5;51640.5;51656.5;51752.5;51892.5;52108.5;52188.5;52837.5;52857.5;54027.5;54834.5;
41366.5;42114.5;42147.5;42663.5;42681.5;42681.5;42991.5;43045.5;43161.5;43190.5;43322.5;43376.5;43636.5;43659.5;43661.5;43663.5;43818.5;43837.5;43885.5;43885.5;43931.5;43936.5;44073.5;44094.5;44179.5;44197.5;44197.5;44208.5;44221.5;44249.5;44338.5;44355.5;44356.5;44358.5;44361.5;44414.5;44440.5;44504.5;44507.5;44530.5;44540.5;44553.5;44577.5;44584.5;44616.5;44640.5;44657.5;44678.5;44684.5;44692.5;46099.5;46505.5;46527.5;46557.5;47230.5;47468.5;47488.5;47656.5;48008.5;48020.5;48037.5;48065.5;48071.5;48134.5;48242.5;48480.5;48572.5;48648.5;48665.5;48793.5;48911.5;48917.5;48970.5;49250.5;49258.5;49453.5;49511.5;49559.5;49596.5;49626.5;49776.5;49827.5;50010.5;50136.5;50278.5;50417.5;50430.5;50620.5;51181.5;51204.5;51239.5;51485.5;52027.5;52123.5;52176.5;52227.5;52872.5;52930.5;54280.5;55438.5;
40915.5;41340.5;41366.5;41572.5;41891.5;41952.5;42025.5;42114.5;42123.5;42147.5;42189.5;42401.5;42457.5;42650.5;42663.5;42681.5;42681.5;42701.5;42765.5;42789.5;42948.5;42991.5;43002.5;43045.5;43161.5;43190.5;43212.5;43322.5;43329.5;43336.5;43362.5;43376.5;43521.5;43526.5;43636.5;43659.5;43661.5;43663.5;43665.5;43675.5;43734.5;43818.5;43819.5;43837.5;43844.5;43885.5;43885.5;43898.5;43931.5;43936.5;44202.5;47411.5;47500.5;47694.5;47756.5;47786.5;47802.5;48020.5;48268.5;48283.5;48496.5;48555.5;48576.5;48632.5;48918.5;48919.5;49158.5;49170.5;49205.5;49569.5;49711.5;49726.5;49974.5;50272.5;50377.5;50411.5;50436.5;50451.5;50579.5;50728.5;50758.5;50935.5;50939.5;50951.5;50978.5;51130.5;51201.5;51356.5;51414.5;51488.5;51550.5;51602.5;51910.5;52444.5;52558.5;52571.5;52889.5;52979.5;53866.5;54231.5;
40428.5;40864.5;40915.5;40968.5;41210.5;41216.5;41228.5;41340.5;41366.5;41411.5;41437.5;41572.5;41640.5;41710.5;41891.5;41952.5;42023.5;42025.5;42112.5;42114.5;42123.5;42147.5;42189.5;42329.5;42401.5;42457.5;42480.5;42650.5;42663.5;42681.5;42681.5;42701.5;42765.5;42774.5;42789.5;42923.5;42948.5;42991.5;43002.5;43019.5;43045.5;43063.5;43119.5;43146.5;43161.5;43190.5;43212.5;43322.5;43329.5;43330.5;45893.5;46191.5;46735.5;47207.5;47340.5;47352.5;47495.5;47778.5;48110.5;48134.5;48141.5;48228.5;48355.5;48400.5;48432.5;48486.5;48611.5;48708.5;48747.5;48864.5;49182.5;49259.5;49285.5;49335.5;49468.5;49733.5;49762.5;49777.5;49790.5;49879.5;49927.5;49931.5;49933.5;49973.5;50042.5;50131.5;50254.5;50258.5;50316.5;50423.5;50497.5;50846.5;50874.5;51327.5;51447.5;51480.5;51751.5;52510.5;53695.5;54174.5;
40254.5;40428.5;40432.5;40461.5;40484.5;40694.5;40864.5;40879.5;40915.5;40968.5;41210.5;41216.5;41217.5;41228.5;41269.5;41273.5;41340.5;41366.5;41411.5;41437.5;41572.5;41636.5;41640.5;41710.5;41891.5;41952.5;42023.5;42025.5;42100.5;42112.5;42114.5;42123.5;42147.5;42189.5;42192.5;42208.5;42329.5;42364.5;42401.5;42457.5;42480.5;42650.5;42663.5;42681.5;42681.5;42694.5;42701.5;42765.5;42774.5;42789.5;46062.5;46241.5;46267.5;47203.5;47380.5;47671.5;47690.5;47838.5;48244.5;48285.5;48482.5;48552.5;48662.5;48835.5;48957.5;49209.5;49259.5;49380.5;49385.5;49391.5;49411.5;49425.5;49476.5;49640.5;49701.5;49898.5;49966.5;50228.5;50234.5;50242.5;50398.5;50414.5;50446.5;50551.5;50744.5;50788.5;51270.5;51632.5;51756.5;51839.5;52414.5;52435.5;52475.5;52686.5;52771.5;52772.5;52917.5;53247.5;53768.5;54210.5;
40215.5;40254.5;40281.5;40428.5;40432.5;40461.5;40484.5;40537.5;40570.5;40641.5;40694.5;40864.5;40879.5;40915.5;40968.5;41019.5;41210.5;41216.5;41217.5;41228.5;41269.5;41273.5;41340.5;41366.5;41411.5;41437.5;41511.5;41572.5;41632.5;41636.5;41640.5;41710.5;41791.5;41804.5;41852.5;41891.5;41920.5;41929.5;41937.5;41952.5;42023.5;42025.5;42100.5;42112.5;42114.5;42123.5;42147.5;42189.5;42192.5;42208.5;44746.5;45315.5;45826.5;47062.5;47357.5;47503.5;47782.5;48021.5;48182.5;48293.5;48359.5;48419.5;48422.5;48470.5;48475.5;48845.5;48861.5;48897.5;48970.5;48977.5;49009.5;49084.5;49155.5;49253.5;49373.5;49383.5;49605.5;49628.5;49651.5;49787.5;49845.5;49885.5;49976.5;50146.5;50307.5;50409.5;50486.5;50547.5;50584.5;50673.5;50710.5;50953.5;51133.5;51136.5;51276.5;51368.5;51909.5;52239.5;52363.5;53088.5;
39751.5;40064.5;40215.5;40215.5;40254.5;40278.5;40281.5;40393.5;40428.5;40432.5;40461.5;40484.5;40537.5;40570.5;40641.5;40694.5;40864.5;40879.5;40915.5;40968.5;40980.5;41019.5;41154.5;41210.5;41216.5;41217.5;41228.5;41269.5;41273.5;41339.5;41340.5;41366.5;41411.5;41437.5;41511.5;41572.5;41632.5;41636.5;41640.5;41710.5;41721.5;41741.5;41791.5;41804.5;41852.5;41891.5;41907.5;41920.5;41929.5;41937.5;44475.5;46547.5;46721.5;46782.5;46882.5;47055.5;47220.5;47457.5;47712.5;47885.5;48118.5;48193.5;48492.5;48566.5;48579.5;48630.5;48933.5;48976.5;48994.5;49410.5;49453.5;49624.5;49857.5;49898.5;50011.5;50133.5;50154.5;50228.5;50568.5;50646.5;50721.5;51230.5;51362.5;51467.5;51683.5;51775.5;51954.5;52177.5;52258.5;52319.5;52510.5;52706.5;53301.5;53468.5;53910.5;54036.5;54356.5;54559.5;54777.5;55100.5;
